id,TIERS,PLAYER NAME,TEAM,POS,photo
,11,Isaiah Davis,NYJ,RB87,
,11,Tyler Shough,NO,QB32,https://wp.theringer.com/wp-content/uploads/fantasy-football/2025/players/tyler_shough.png
,11,Joe Flacco,CLE,QB33,https://wp.theringer.com/wp-content/uploads/fantasy-football/2025/players/joe_flacco.png
,11,Harold Fannin Jr.,CLE,TE33,
,11,Tre Tucker,LV,WR98,
,11,Taysom Hill,NO,TE34,
,11,Chicago Bears,CHI,DST19,
,11,Darren Waller,MIA,TE35,
,11,Tim Patrick,DET,WR99,
,11,Alexander Mattison,MIA,RB88,
,11,Noah Fant,FA,TE36,
,11,Dameon Pierce,HOU,RB89,
,11,Terrance Ferguson,LAR,TE37,
,11,Jaxson Dart,NYG,QB34,https://wp.theringer.com/wp-content/uploads/fantasy-football/2025/players/jaxson_dart.png
,11,Damien Martinez,SEA,RB90,
,11,Daniel Carlson,LV,K16,
,11,Xavier Restrepo,TEN,WR100,
,11,Theo Johnson,NYG,TE38,
,11,Sincere McCormick,LV,RB91,
,12,Kimani Vidal,LAC,RB92,
,12,Parker Washington,JAC,WR101,
,12,Jalen Nailor,MIN,WR102,
,12,Tory Horton,SEA,WR103,
,12,Christian Watson,GB,WR104,
,12,Phil Mafah,DAL,RB93,
,12,Luke McCaffrey,WAS,WR105,
,12,Oronde Gadsden II,LAC,TE39,
,12,Gabe Davis,FA,WR106,
,12,Ty Chandler,MIN,RB94,
,12,Ben Sinnott,WAS,TE40,
,12,Isaac TeSlaa,DET,WR107,
,12,Emanuel Wilson,GB,RB95,
,12,Jason Myers,SEA,K17,
,12,Jermaine Burton,CIN,WR108,
,12,Chris Brooks,GB,RB96,
,12,Jacory Croskey-Merritt,WAS,RB97,
,12,Shedeur Sanders,CLE,QB35,https://wp.theringer.com/wp-content/uploads/fantasy-football/2025/players/shedeur_sanders.png
,12,Tez Johnson,TB,WR109,
,12,New England Patriots,NE,DST20,
,12,Raheim Sanders,LAC,RB98,
,12,Tyler Higbee,LAR,TE41,https://wp.theringer.com/wp-content/uploads/fantasy-football/2025/players/tyler_higbee.png
,12,Chris Rodriguez Jr.,WAS,RB99,
,12,Tyler Conklin,LAC,TE42,
,12,Dont'e Thornton Jr.,LV,WR110,
,12,Tutu Atwell,LAR,WR111,
,12,Miami Dolphins,MIA,DST21,
,12,Will Reichard,MIN,K18,
,12,Will Dissly,LAC,TE43,
,12,Arizona Cardinals,ARI,DST22,
,12,Zamir White,LV,RB100,
,12,Jordan Whittington,LAR,WR112,
,12,Tai Felton,MIN,WR113,
,12,Cam Akers,NO,RB101,
,12,Tyler Loop,BAL,K19,
,12,Gus Edwards,FA,RB102,
,12,Ray-Ray McCloud III,ATL,WR114,
,12,Marquez Valdes-Scantling,SEA,WR115,
,12,Savion Williams,GB,WR116,
,12,A.J. Dillon,PHI,RB103,
,12,Demarcus Robinson,SF,WR117,
,12,Jalen Milroe,SEA,QB36,
,12,John Metchie III,HOU,WR118,
,12,Justin Tucker,FA,K20,
,12,Troy Franklin,DEN,WR119,
,12,Noah Brown,WAS,WR120,
,12,Samaje Perine,CIN,RB104,
,12,Josh Reynolds,NYJ,WR121,
,13,Dawson Knox,BUF,TE44,
,13,Michael Mayer,LV,TE45,
,13,Jameis Winston,NYG,QB37,
,13,KaVontae Turpin,DAL,WR122,
,13,Chimere Dike,TEN,WR123,
,13,Luke Musgrave,GB,TE46,
,13,Spencer Rattler,NO,QB38,
,13,Mack Hollins,NE,WR124,
,13,Jake Moody,SF,K21,
,13,Austin Hooper,NE,TE47,
,13,Kirk Cousins,ATL,QB39,
,13,New York Giants,NYG,DST23,
,13,Donovan Edwards,NYJ,RB105,
,13,Brandon McManus,GB,K22,
,13,Tank Dell,HOU,WR125,
,13,LeQuint Allen Jr.,JAC,RB106,
,13,Curtis Samuel,BUF,WR126,
,13,Allen Lazard,NYJ,WR127,
,13,Gunnar Helm,TEN,TE48,
,13,Washington Commanders,WAS,DST24,
,13,Greg Dortch,ARI,WR128,
,13,Foster Moreau,NO,TE49,
,13,Cam Little,JAC,K23,
,13,Jaylin Lane,WAS,WR129,
,13,Isaiah Bond,FA,WR130,
,13,Eddy Pineiro,FA,K24,
,13,Kenny Pickett,CLE,QB40,
,13,Jahan Dotson,PHI,WR131,
,13,AJ Barner,SEA,TE50,
,13,Tommy Tremble,CAR,TE51,
,13,Trey Sermon,PIT,RB107,
,13,Jacob Cowing,SF,WR132,
,13,Dillon Gabriel,CLE,QB41,
,13,Luke Schoonmaker,DAL,TE52,
,13,Kalel Mullings,TEN,RB108,
,13,Robert Woods,PIT,WR133,
,13,Atlanta Falcons,ATL,DST25,
,13,Van Jefferson,TEN,WR134,
,13,Arian Smith,NYJ,WR135,
,13,Matt Prater,FA,K25,
,13,Ja'Lynn Polk,NE,WR136,
,13,Mason Rudolph,PIT,QB42,
,13,Emari Demercado,ARI,RB109,
,13,Ameer Abdullah,FA,RB110,
,13,Cincinnati Bengals,CIN,DST26,
,13,Kendrick Bourne,NE,WR137,
,13,Chad Ryland,ARI,K26,
,13,Craig Reynolds,DET,RB111,
,13,Jalin Hyatt,NYG,WR138,
,13,Indianapolis Colts,IND,DST27,
,13,Olamide Zaccheaus,CHI,WR139,
,13,Josh Oliver,MIN,TE53,
,13,Cade Stover,HOU,TE54,
,13,Blake Grupe,NO,K27,
